year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
2024,NEW YORK,NY,36,21,13,US HOUSE,4,GEN,ANTHONY D���ESPOSITO,CONSERVATIVE,FALSE,TOTAL,13516,375518,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,4,GEN,LAURA A. GILLEN,DEMOCRAT,FALSE,TOTAL,190569,375518,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,4,GEN,SCATTERING,NA,FALSE,TOTAL,601,375518,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,4,GEN,VOID,NA,FALSE,TOTAL,347,375518,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,5,GEN,BLANK,NA,FALSE,TOTAL,12060,231736,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,5,GEN,CONSERVATIVE,COMMON SENSE,FALSE,TOTAL,5840,231736,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,5,GEN,GREGORY W. MEEKS,DEMOCRAT,FALSE,TOTAL,168425,231736,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,5,GEN,PAUL KING,REPUBLICAN,FALSE,TOTAL,56689,231736,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,5,GEN,SCATTERING,NA,FALSE,TOTAL,782,231736,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,BLANK,NA,FALSE,TOTAL,12467,198690,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,THOMAS J. ZMICH,CONSERVATIVE,FALSE,TOTAL,4905,198690,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,GRACE MENG,DEMOCRAT,FALSE,TOTAL,120205,198690,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,JOSEPH J. CHOU,TRUTH,FALSE,TOTAL,3272,198690,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,SCATTERING,NA,FALSE,TOTAL,654,198690,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,THOMAS J. ZMICH,REPUBLICAN,FALSE,TOTAL,69654,198690,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,7,GEN,BILL KREGLER,REPUBLICAN,FALSE,TOTAL,43052,221779,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,7,GEN,BLANK,NA,FALSE,TOTAL,15556,221779,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,7,GEN,BILL KREGLER,CONSERVATIVE,FALSE,TOTAL,5383,221779,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,7,GEN,NYDIA M. VEL��ZQUEZ,DEMOCRAT,FALSE,TOTAL,145141,221779,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,7,GEN,SCATTERING,NA,FALSE,TOTAL,549,221779,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,7,GEN,NYDIA M. VEL��ZQUEZ,WORKING FAMILIES,FALSE,TOTAL,27654,221779,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,8,GEN,BLANK,NA,FALSE,TOTAL,17346,223804,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,8,GEN,JOHN J. DELANEY,CONSERVATIVE,FALSE,TOTAL,6494,223804,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,8,GEN,HAKEEM S. JEFFRIES,DEMOCRAT,FALSE,TOTAL,168036,223804,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,8,GEN,JOHN J. DELANEY,REPUBLICAN,FALSE,TOTAL,48369,223804,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,8,GEN,SCATTERING,NA,FALSE,TOTAL,905,223804,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,9,GEN,BLANK,NA,FALSE,TOTAL,17562,235772,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,9,GEN,MENACHEM M. RAITPORT,CONSERVATIVE,FALSE,TOTAL,8606,235772,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,9,GEN,MENACHEM M. RAITPORT,REPUBLICAN,FALSE,TOTAL,51458,235772,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,9,GEN,SCATTERING,NA,FALSE,TOTAL,2501,235772,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,9,GEN,YVETTE D. CLARKE,DEMOCRAT,FALSE,TOTAL,173207,235772,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,10,GEN,ALEXANDER DODENHOFF,REPUBLICAN,FALSE,TOTAL,37555,254556,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,10,GEN,BLANK,NA,FALSE,TOTAL,24718,254556,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,10,GEN,DANIEL S. GOLDMAN,DEMOCRAT,FALSE,TOTAL,206206,254556,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,10,GEN,PAUL J. BRISCOE,CONSERVATIVE,FALSE,TOTAL,6747,254556,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,10,GEN,SCATTERING,NA,FALSE,TOTAL,4048,254556,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,ANDREA S. MORSE,DEMOCRAT,FALSE,TOTAL,93586,261728,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,BLANK,NA,FALSE,TOTAL,12861,261728,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,NICOLE MALLIOTAKIS,CONSERVATIVE,FALSE,TOTAL,13994,261728,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,NICOLE MALLIOTAKIS,REPUBLICAN,FALSE,TOTAL,153105,261728,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,SCATTERING,NA,FALSE,TOTAL,1043,261728,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,12,GEN,BLANK,NA,FALSE,TOTAL,17949,324020,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,12,GEN,JERROLD NADLER,DEMOCRAT,FALSE,TOTAL,243111,324020,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,12,GEN,MICHAEL K. ZUMBLUSKAS,REPUBLICAN,FALSE,TOTAL,62989,324020,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,12,GEN,SCATTERING,NA,FALSE,TOTAL,866,324020,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,12,GEN,JERROLD NADLER,WORKING FAMILIES,FALSE,TOTAL,17054,324020,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,13,GEN,ADRIANO ESPAILLAT,DEMOCRAT,FALSE,TOTAL,181800,218973,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,13,GEN,BLANK,NA,FALSE,TOTAL,22917,218973,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,13,GEN,RUBEN D. VARGAS,CONSERVATIVE,FALSE,TOTAL,3751,218973,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,13,GEN,RUBEN D. VARGAS,REPUBLICAN,FALSE,TOTAL,32071,218973,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,13,GEN,SCATTERING,NA,FALSE,TOTAL,1351,218973,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,ALEXANDRIA OCASIO-CORTEZ,DEMOCRAT,FALSE,TOTAL,118477,192551,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,BLANK,NA,FALSE,TOTAL,12366,192551,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,TINA FORTE,CONSERVATIVE,FALSE,TOTAL,4921,192551,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,SCATTERING,NA,FALSE,TOTAL,759,192551,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,TINA FORTE,REPUBLICAN,FALSE,TOTAL,54157,192551,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,ALEXANDRIA OCASIO-CORTEZ,WORKING FAMILIES,FALSE,TOTAL,14237,192551,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,15,GEN,BLANK,NA,FALSE,TOTAL,17450,171095,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,15,GEN,GONZALO DURAN,CONSERVATIVE,FALSE,TOTAL,3516,171095,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,15,GEN,GONZALO DURAN,REPUBLICAN,FALSE,TOTAL,32494,171095,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,15,GEN,JOSE VEGA,LAROUCHE,FALSE,TOTAL,4086,171095,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,15,GEN,RITCHIE TORRES,DEMOCRAT,FALSE,TOTAL,130392,171095,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,15,GEN,SCATTERING,NA,FALSE,TOTAL,607,171095,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,16,GEN,BLANK,NA,FALSE,TOTAL,26008,305079,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,16,GEN,GEORGE S. LATIMER,DEMOCRAT,FALSE,TOTAL,217668,305079,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,16,GEN,MIRIAM LEVITT FLISSER,REPUBLICAN,FALSE,TOTAL,86408,305079,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,16,GEN,SCATTERING,NA,FALSE,TOTAL,1003,305079,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,ANTHONY FRASCONE,WORKING FAMILIES,FALSE,TOTAL,7530,379508,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,BLANK,NA,FALSE,TOTAL,13917,379508,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,MICHAEL LAWLER,CONSERVATIVE,FALSE,TOTAL,16921,379508,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,MICHAEL LAWLER,REPUBLICAN,FALSE,TOTAL,180924,379508,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,MONDAIRE L. JONES,DEMOCRAT,FALSE,TOTAL,173899,379508,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,SCATTERING,NA,FALSE,TOTAL,234,379508,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,VOID,NA,FALSE,TOTAL,535,379508,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,ALISON ESPOSITO,REPUBLICAN,FALSE,TOTAL,138409,362509,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,BLANK,NA,FALSE,TOTAL,13490,362509,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,ALISON ESPOSITO,CONSERVATIVE,FALSE,TOTAL,16720,362509,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,PATRICK RYAN,DEMOCRAT,FALSE,TOTAL,189345,362509,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,SCATTERING,NA,FALSE,TOTAL,274,362509,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,VOID,NA,FALSE,TOTAL,289,362509,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,PATRICK RYAN,WORKING FAMILIES,FALSE,TOTAL,17761,362509,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,BLANK,NA,FALSE,TOTAL,11862,377343,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,MARCUS J. MOLINARO,CONSERVATIVE,FALSE,TOTAL,20289,377343,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,JOSH RILEY,DEMOCRAT,FALSE,TOTAL,170049,377343,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,MARCUS J. MOLINARO,REPUBLICAN,FALSE,TOTAL,164001,377343,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,SCATTERING,NA,FALSE,TOTAL,406,377343,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,VOID,NA,FALSE,TOTAL,121,377343,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,JOSH RILEY,WORKING FAMILIES,FALSE,TOTAL,22598,377343,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,BLANK,NA,FALSE,TOTAL,14140,363445,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,KEVIN M. WALTZ,CONSERVATIVE,FALSE,TOTAL,19542,363445,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,KEVIN M. WALTZ,REPUBLICAN,FALSE,TOTAL,121609,363445,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,PAUL TONKO,DEMOCRAT,FALSE,TOTAL,200354,363445,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,SCATTERING,NA,FALSE,TOTAL,297,363445,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,VOID,NA,FALSE,TOTAL,163,363445,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,PAUL TONKO,WORKING FAMILIES,FALSE,TOTAL,21643,363445,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,BLANK,NA,FALSE,TOTAL,11688,348640,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,ELISE M. STEFANIK,CONSERVATIVE,FALSE,TOTAL,20532,348640,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,ELISE M. STEFANIK,REPUBLICAN,FALSE,TOTAL,195464,348640,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,PAULA COLLINS,DEMOCRAT,FALSE,TOTAL,121289,348640,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,SCATTERING,NA,FALSE,TOTAL,197,348640,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,VOID,NA,FALSE,TOTAL,130,348640,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,PAULA COLLINS,WORKING FAMILIES,FALSE,TOTAL,11158,348640,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,BLANK,NA,FALSE,TOTAL,10310,356792,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,BRANDON WILLIAMS,REPUBLICAN,FALSE,TOTAL,142082,356792,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,BRANDON WILLIAMS,CONSERVATIVE,FALSE,TOTAL,19857,356792,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,JOHN W. MANNION,DEMOCRAT,FALSE,TOTAL,178394,356792,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,SCATTERING,NA,FALSE,TOTAL,403,356792,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,VOID,NA,FALSE,TOTAL,161,356792,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,JOHN W. MANNION,WORKING FAMILIES,FALSE,TOTAL,16056,356792,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,BLANK,NA,FALSE,TOTAL,21881,375594,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,NICHOLAS A. LANGWORTHY,CONSERVATIVE,FALSE,TOTAL,33041,375594,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,NICHOLAS A. LANGWORTHY,REPUBLICAN,FALSE,TOTAL,213928,375594,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,SCATTERING,NA,FALSE,TOTAL,228,375594,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,THOMAS A. CARLE,DEMOCRAT,FALSE,TOTAL,128397,375594,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,VOID,NA,FALSE,TOTAL,146,375594,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,BLANK,NA,FALSE,TOTAL,19371,359407,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,CLAUDIA TENNEY,REPUBLICAN,FALSE,TOTAL,207078,359407,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,CLAUDIA TENNEY,CONSERVATIVE,FALSE,TOTAL,28789,359407,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,DAVID WAGENHAUSER,DEMOCRAT,FALSE,TOTAL,123317,359407,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,SCATTERING,NA,FALSE,TOTAL,223,359407,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,VOID,NA,FALSE,TOTAL,133,359407,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,BLANK,NA,FALSE,TOTAL,18899,360633,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,GREGG A. SADWICK,REPUBLICAN,FALSE,TOTAL,141195,360633,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,JOSEPH D. MORELLE,DEMOCRAT,FALSE,TOTAL,200507,360633,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,SCATTERING,NA,FALSE,TOTAL,263,360633,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,VOID,NA,FALSE,TOTAL,84,360633,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,JOSEPH D. MORELLE,WORKING FAMILIES,FALSE,TOTAL,18668,360633,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,ANTHONY G. MARECKI,REPUBLICAN,FALSE,TOTAL,95035,321304,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,BLANK,NA,FALSE,TOTAL,20903,321304,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,ANTHONY G. MARECKI,CONSERVATIVE,FALSE,TOTAL,16737,321304,FALSE,20250910,TRUE
2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,SCATTERING,NA,FALSE,TOTAL,401,321304,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,TIMOTHY M. KENNEDY,DEMOCRAT,FALSE,TOTAL,190668,321304,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,VOID,NA,FALSE,TOTAL,197,321304,FALSE,20250910,FALSE
2024,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,TIMOTHY M. KENNEDY,WORKING FAMILIES,FALSE,TOTAL,18463,321304,FALSE,20250910,TRUE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,GEN,DONALD G. DAVIS,DEMOCRAT,FALSE,TOTAL,186341,376324,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,GEN,LAURIE BUCKHOUT,REPUBLICAN,FALSE,TOTAL,180034,376324,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,GEN,TOM BAILEY,LIBERTARIAN,FALSE,TOTAL,9949,376324,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,GEN,ALAN D. SWAIN,REPUBLICAN,FALSE,TOTAL,128164,405517,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,GEN,DEBORAH K. ROSS,DEMOCRAT,FALSE,TOTAL,268662,405517,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,GEN,MICHAEL DUBLIN,GREEN,FALSE,TOTAL,8691,405517,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,GEN,GHEORGHE CORMOS,LIBERTARIAN,FALSE,TOTAL,72565,320841,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,GEN,GREGORY F. MURPHY,REPUBLICAN,FALSE,TOTAL,248276,320841,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,GEN,ERIC BLANKENBURG,REPUBLICAN,FALSE,TOTAL,112084,428780,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,GEN,GUY MEILLEUR,LIBERTARIAN,FALSE,TOTAL,8632,428780,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,GEN,VALERIE P. FOUSHEE,DEMOCRAT,FALSE,TOTAL,308064,428780,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,GEN,CHUCK HUBBARD,DEMOCRAT,FALSE,TOTAL,162390,400694,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,GEN,VIRGINIA FOXX,REPUBLICAN,FALSE,TOTAL,238304,400694,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,GEN,ADDISON MCDOWELL,REPUBLICAN,FALSE,TOTAL,233303,337320,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,GEN,KEVIN E. HAYES,CONSTITUTION,FALSE,TOTAL,104017,337320,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,GEN,DAVID ROUZER,REPUBLICAN,FALSE,TOTAL,254022,433534,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,GEN,MARLANDO D. PRIDGEN,DEMOCRAT,FALSE,TOTAL,179512,433534,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,GEN,JUSTIN E. DUES,DEMOCRAT,FALSE,TOTAL,161709,400349,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,GEN,MARK HARRIS,REPUBLICAN,FALSE,TOTAL,238640,400349,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,NIGEL WILLIAM BRISTOW,DEMOCRAT,FALSE,TOTAL,140852,373077,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,RICHARD HUDSON,REPUBLICAN,FALSE,TOTAL,210042,373077,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,SHELANE ETCHISON,UNAFFILIATED,FALSE,TOTAL,22183,373077,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,PAT HARRIGAN,REPUBLICAN,FALSE,TOTAL,233814,406695,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,"RALPH R. SCOTT, JR.",DEMOCRAT,FALSE,TOTAL,155383,406695,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,STEVEN FELDMAN,LIBERTARIAN,FALSE,TOTAL,11614,406695,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,10,GEN,TODD HELM,CONSTITUTION,FALSE,TOTAL,5884,406695,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,GEN,CALEB RUDOW,DEMOCRAT,FALSE,TOTAL,186977,432523,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,11,GEN,CHUCK EDWARDS,REPUBLICAN,FALSE,TOTAL,245546,432523,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,12,GEN,ADDUL ALI,REPUBLICAN,FALSE,TOTAL,91128,350755,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,12,GEN,ALMA S. ADAMS,DEMOCRAT,FALSE,TOTAL,259627,350755,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,13,GEN,BRAD KNOTT,REPUBLICAN,FALSE,TOTAL,243655,415490,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,13,GEN,FRANK PIERCE,DEMOCRAT,FALSE,TOTAL,171835,415490,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,14,GEN,PAM GENANT,DEMOCRAT,FALSE,TOTAL,168269,401256,FALSE,20250910,FALSE
2024,NORTH CAROLINA,NC,37,56,47,US HOUSE,14,GEN,TIM MOORE,REPUBLICAN,FALSE,TOTAL,232987,401256,FALSE,20250910,FALSE
2024,NORTH DAKOTA,ND,38,44,36,US HOUSE,0,GEN,JULIE FEDORCHAK,REPUBLICAN,FALSE,TOTAL,249101,359787,FALSE,20250910,FALSE
2024,NORTH DAKOTA,ND,38,44,36,US HOUSE,0,GEN,TRYGVE HAMMER,DEMOCRATIC-NONPARTISAN LEAGUE,FALSE,TOTAL,109231,359787,FALSE,20250910,FALSE
2024,NORTH DAKOTA,ND,38,44,36,US HOUSE,0,GEN,WRITEIN,NA,TRUE,TOTAL,1455,359787,FALSE,20250910,FALSE
